# CATH_ID	S35_REPS	DOMAINS	NAME
3.40.395.10	1	7	Adenoviral Proteinase; Chain A
3.40.420.10	13	263	Ricin (A subunit), domain 1
3.40.430.10	26	675	Dihydrofolate Reductase, subunit A
3.40.440.10	1	56	Adenylosuccinate Synthetase, subunit A, domain 1
3.40.449.10	3	88	Phosphoenolpyruvate Carboxykinase, domain 1
3.40.462.10	5	59	FAD-linked oxidases, C-terminal domain
3.40.470.10	11	152	Uracil-DNA Glycosylase, subunit E
3.40.525.10	6	41	Phosphatidylinositol Transfer Protein Sec14p
3.40.532.10	3	32	Ubiquitin C-terminal Hydrolase Uch-l3
3.40.570.10	3	17	Extracellular Endonuclease, subunit A
3.40.580.10	2	12	Eco RI Endonuclease, subunit A
3.40.600.10	4	120	
3.40.600.20	1	1	
3.40.605.10	33	942	Aldehyde Dehydrogenase; Chain A, domain 1
3.40.630.10	52	792	Zn peptidases
3.40.630.20	2	68	
3.40.630.30	155	889	
3.40.630.40	7	27	Zn-dependent exopeptidases
3.40.630.50	1	4	AF0625-like
3.40.640.10	136	2048	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
3.40.710.10	57	1318	DD-peptidase/beta-lactamase superfamily
3.40.718.10	11	319	Isopropylmalate Dehydrogenase
3.40.720.10	17	247	Alkaline Phosphatase, subunit A
3.40.800.10	11	357	
3.40.800.20	5	210	
3.40.830.10	4	21	LigB-like
3.40.850.10	7	177	Kinesin
3.40.910.10	1	6	Deoxyhypusine Synthase
3.40.920.10	4	27	Pyruvate-ferredoxin oxidoreductase, PFOR, domain III
3.40.930.10	7	39	Mannitol-specific EII; Chain A
3.40.950.10	1	2	Fe-only Hydrogenase (Larger Subunit); Chain L, domain 3
3.40.960.10	1	3	VSR Endonuclease
3.40.970.10	1	7	Ribonuclease Hi; Chain A
3.40.970.20	1	25	Carbon monoxide dehydrogenase alpha subunit. Chain D, domain 4
3.40.970.30	1	2	yp_829618.1 like domains
3.40.970.40	1	1	fibrinogen binding protein from staphylococcus aureus domain like
3.40.980.10	11	158	Molybdenum cofactor biosynthesis proteins
3.40.1000.10	7	18	Mog1p/PsbP-like
3.40.1000.20	1	1	TM1622-like
3.40.1010.10	12	226	Cobalt-precorrin-4 Transmethylase; Domain 1
3.40.1020.10	1	1	Biosynthetic Threonine Deaminase; Domain 3
3.40.1030.10	6	124	Pyrimidine Nucleoside Phosphorylase; Chain A, domain 2
3.40.1050.10	10	154	Beta-carbonic Anhydrase; Chain A
3.40.1060.10	3	23	Aconitase, Domain 2
3.40.1080.10	10	133	Glutaconate Coenzyme A-transferase
3.40.1090.10	2	8	Cytosolic phospholipase A2 catalytic domain
3.40.1110.10	6	106	Calcium-transporting ATPase, cytoplasmic domain N
3.40.1120.10	1	118	Ribosomal protein l15e
3.40.1130.10	1	2	Glycerol-3-phosphate (1)-acyltransferase
3.40.1140.10	1	1	
3.40.1160.10	19	292	
3.40.1170.10	3	37	DNA repair protein MutS, domain I
3.40.1170.20	4	34	
3.40.1180.10	3	77	
3.40.1190.10	15	76	
3.40.1190.20	57	514	
3.40.1210.10	3	61	
3.40.1230.10	5	12	
3.40.1260.10	12	54	
3.40.1280.10	29	149	
3.40.1310.10	2	14	
3.40.1310.20	3	44	
3.40.1340.10	1	96	
3.40.1350.10	15	91	
3.40.1360.10	7	38	
3.40.1360.20	1	6	Toprim domain
3.40.1370.10	2	66	
3.40.1380.10	5	47	
3.40.1380.20	8	293	
3.40.1390.10	6	20	MurE/MurF N-terminal domain
3.40.1390.20	4	14	HprK N-terminal domain-like
3.40.1390.30	6	136	NIF3 (NGG1p interacting factor 3)-like
3.40.1400.10	6	106	
3.40.1410.10	16	71	Chorismate lyase-like
3.40.1420.10	2	10	Inhibitor of vertebrate lysozyme, Ivy
3.40.1440.10	2	14	GIY-YIG endonuclease
3.40.1450.10	2	10	2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain
3.40.1460.10	1	2	Nuia
3.40.1470.10	1	27	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 5
3.40.1480.10	1	5	Glycerate kinase like, domain 1
3.40.1490.10	2	24	Bit1
3.40.1500.10	2	24	oxygen-dependent coproporphyrinogen oxidase
3.40.1510.10	1	55	Hut operon positive regulatory protein HutP
3.40.1520.10	2	26	hypothetical protein tt1634
3.40.1530.10	1	4	TTHA1528-like
3.40.1540.10	1	1	Hypothetical protein pa4535
3.40.1550.10	8	28	CheC-like
3.40.1560.10	1	4	type ii restriction endonuclease, domain 2
3.40.1570.10	3	18	HemS/ChuS/ChuX like domains
3.40.1580.10	4	6	SMI1/KNR4-like
3.40.1590.10	1	2	NMB0488-like
3.40.1600.10	1	2	PH1570-like
3.40.1610.10	1	2	CV3147-like domain
3.40.1620.10	4	36	YefM-like domain
3.40.1630.10	2	5	YhiQ-like domain
3.40.1640.10	1	3	PSTPO5379-like
3.40.1650.10	3	101	RbsD-like domain
3.40.1660.10	1	4	EreA-like (biosynthetic domain)
3.40.1670.10	2	10	UbiD C-terminal domain-like 
3.40.1680.10	1	2	yp_829618.1 domain like
3.40.1690.10	7	30	secretion proteins EscU
3.40.1700.10	2	11	YojJ-like (1
3.40.1710.10	1	1	abc type-2 transporter like domain
3.40.1720.10	1	4	Streptococcus thermophilus LMG 18311 protein like
3.40.1730.10	1	2	pa0076 domain
3.40.1740.10	1	1	VC0467-like
3.40.1750.10	1	8	peptide peptidase (sppa) like domain
3.40.1760.10	1	2	Hypothetical protein yfbM
3.40.1770.10	1	1	Urocanase superfamily
3.40.1780.10	1	5	QueA-like
3.40.1790.10	2	20	Indigoidine synthase domain
3.40.1800.10	1	10	His-Me finger endonucleases
3.40.1810.10	3	36	SRF-like
3.40.1820.10	1	163	DnaQ-like 3'-5' exonuclease
3.40.1830.10	2	12	Thermophilic metalloprotease (M29)
3.40.1840.10	1	1	YNR034W-A-like
3.40.1850.10	2	13	HECT-like ubiquitin ligase
3.50.4.10	12	92	Hepatocyte Growth Factor
3.50.7.10	12	544	GroEL
3.50.14.10	1	4	Replication Terminator Protein (Tus), Chain A, domain 1
3.50.20.10	3	47	Pyruvoyl-Dependent Histidine Decarboxylase, subunit B
3.50.30.10	6	46	Phosphohistidine domains of PEP-utilising enzymes
3.50.30.20	1	40	Carbamoyl phosphate synthetase, small subunit N-terminal domain
3.50.30.30	8	132	
3.50.30.40	3	35	RraA-like
3.50.30.50	3	23	Putative cyclase
3.50.30.60	4	53	LD-carboxypeptidase A C-terminal domain-like
3.50.30.70	1	6	Swiveling domain of dehydratase reactivase alpha subunit
3.50.40.10	2	26	Phenylalanyl-trna Synthetase, Chain B, domain 3
3.50.50.60	150	2008	
3.50.70.10	4	25	
3.50.80.10	3	104	
3.50.90.10	1	1	YerB-like
3.50.100.10	1	8	protein il1583 domain
3.55.10.10	2	2	MTH1598-like
3.55.20.10	1	2	Protein-L-isoaspartyl O-methyltransferase, C-terminal domain
3.55.30.10	2	7	Hsp33 domain
3.55.40.10	3	5	minor pseudopilin epsh domain
3.55.50.10	3	10	Baseplate protein-like domains
3.55.60.10	2	2	Reovirus components
3.60.9.10	1	10	Aldehyde ferredoxin oxidoreductase, N-terminal domain
3.60.10.10	19	160	
3.60.15.10	46	526	Metallo-beta-lactamase, chain A
3.60.20.10	33	3074	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1
3.60.20.20	1	13	Archaeal IMP cyclohydrolase PurO
3.60.20.30	3	32	(Glycosyl)asparaginase
3.60.21.10	37	329	
3.60.40.10	17	90	Phosphatase 2c; Domain 1
3.60.60.10	4	44	Penicillin V Acylase; Chain A
3.60.70.12	6	86	L-amino peptidase D-ALA esterase/amidase
3.60.90.10	5	37	S-adenosylmethionine decarboxylase
3.60.100.10	1	2	Cytotoxic necrotizing factor 1 (CNF1)
3.60.110.10	12	132	
3.60.120.10	9	64	Anthranilate synthase
3.60.130.10	9	132	Clavaminate synthase-like
3.60.140.10	3	10	CNF1/YfiH-like putative cysteine hydrolases
3.60.150.10	3	37	Chorismate synthase, AroC domain
3.60.160.10	2	7	TRAP-like
3.65.10.10	11	412	
3.65.10.20	2	24	
3.70.10.10	12	186	
3.75.10.10	10	129	L-arginine/glycine Amidinotransferase; Chain A
3.75.10.20	1	14	n-succinylarginine dihydrolase, astb
3.80.10.10	43	265	Ribonuclease Inhibitor
3.80.20.20	8	112	24 nucleotide stem-loop, u2 snrnp hairpin iv. U2 a'. Chain A, domain 1
3.80.30.10	1	1	pyruvate-formate lyase- activating enzyme
3.80.30.20	1	8	tm_1862 like domain
3.90.10.10	17	130	Cytochrome C3
3.90.15.10	2	16	Topoisomerase I; Chain A, domain 3
3.90.20.10	6	350	
3.90.20.20	1	2	
3.90.25.10	32	354	UDP-galactose 4-epimerase, domain 1
3.90.39.10	1	19	Hexon Major Viral Coat Protein, domain 2
3.90.45.10	8	201	Peptide Deformylase
3.90.50.10	1	125	Photosynthetic Reaction Center, subunit H, domain 2
3.90.55.10	1	18	Dimethylsulfoxide Reductase, domain 3
3.90.56.10	4	5	Phenol Hydroxylase P2 Protein
3.90.70.10	35	566	Cysteine proteinases
3.90.75.10	1	18	Homing Intron 3 (I-ppo) Encoded Endonuclease; Chain A
3.90.76.10	10	93	Dipeptide-binding Protein; Domain 1
3.90.78.10	3	17	Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 1
3.90.79.10	66	413	Nucleoside Triphosphate Pyrophosphohydrolase
3.90.80.10	3	184	Inorganic Pyrophosphatase
3.90.100.10	3	18	Ornithine decarboxylase C-terminal domain
3.90.105.10	2	50	Molybdopterin biosynthesis moea protein, domain 2
3.90.110.10	15	669	L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2
3.90.120.10	5	42	DNA Methylase, subunit A, domain 2
3.90.132.10	1	1	Leishmanolysin , domain 2
3.90.148.10	2	8	Adenovirus Single-stranded Dna-binding Protein, domain 2
3.90.150.10	2	4	Variant Surface Glycoprotein, subunit A domain 1
3.90.170.10	1	56	Adenylosuccinate Synthetase, subunit A, domain 3
3.90.175.10	2	58	Diphtheria Toxin, domain 1
3.90.176.10	14	156	Toxin ADP-ribosyltransferase; Chain A, domain 1
3.90.180.10	47	629	Medium-chain alcohol dehydrogenases, catalytic domain
3.90.182.10	2	16	Toxin - Anthrax Protective Antigen;domain 1
3.90.190.10	43	584	Protein tyrosine phosphatase superfamily
3.90.190.20	15	75	
3.90.198.10	1	4	Replication Fork Single-Stranded Dna Binding Protein
3.90.199.10	3	48	Topoisomerase II, domain 5
3.90.209.20	5	709	
3.90.210.10	5	27	Heat-Labile Enterotoxin, subunit A
3.90.215.10	5	258	Gamma Fibrinogen, chain A, domain 1
3.90.220.10	1	24	Adenine-n6-DNA-methyltransferase Taqi, Chain A, domain 2
3.90.220.20	5	8	DNA methylase specificity domains
3.90.226.10	85	1596	2-enoyl-CoA Hydratase; Chain A, domain 1
3.90.228.10	6	142	
3.90.228.20	2	88	
3.90.230.10	15	251	Creatinase/methionine aminopeptidase superfamily
3.90.241.10	1	3	Foki Restriction Endonuclease, Chain A, domain 1
3.90.245.10	7	84	Inosine-uridine Nucleoside N-ribohydrolase, chain A
3.90.249.10	1	19	Hexon Major Viral Coat Protein, domain 3
3.90.260.10	1	51	Coagulation Factor XIII, subunit A, domain 2
3.90.280.10	7	42	Phosphatidylethanolamine-binding Protein;
3.90.290.10	4	9	Extracellular Matrix Fibrillin
3.90.310.10	1	3	ENV polyprotein, receptor-binding domain
3.90.320.10	4	20	
3.90.320.20	1	31	
3.90.330.10	1	94	Nitrile Hydratase; Chain A
3.90.340.10	3	642	Nitric Oxide Synthase; Chain A, domain 1
3.90.350.10	1	9	Transposase Inhibitor Protein From Tn5; Chain A, domain 1
3.90.360.10	2	6	Histone Acetyltransferase; Domain 1
3.90.370.10	1	11	Tissue inhibitor of metalloproteinase-1. Chain B, domain 1
3.90.380.10	5	206	Naphthalene 1,2-dioxygenase Alpha Subunit; Chain A, domain 1
3.90.390.10	1	31	Methyl-coenzyme M Reductase; Chain A, domain 1
3.90.400.10	7	123	Oligo-1,6-glucosidase; Domain 2
3.90.420.10	5	47	Sulfite Oxidase; Chain A, domain 2
3.90.430.10	1	1	Zinc domain conserved in yeast copper-regulated transcription factors
3.90.440.10	1	642	Nitric Oxide Synthase;Heme Domain;Chain A domain 2
3.90.450.1	1	7	Minor Coat Protein; Domain 2
3.90.460.10	1	8	Ferredoxin Thioredoxin Reductase
3.90.470.10	5	364	Ribosomal Protein L22; Chain A
3.90.470.20	9	153	4'-phosphopantetheinyl transferase
3.90.480.10	2	21	Sulfite Reductase Hemoprotein;Domain 2
3.90.510.10	1	8	Cryptophytan Phycoerythrin (Alpha-1 Chain); Chain A
3.90.520.10	1	10	Smad3; Chain A
3.90.530.10	1	2	Nucleotide Excision Repair Protein Xpa (Xpa-mbd); Chain A
3.90.540.10	1	58	Colicin e7 immunity protein. Chain B
3.90.550.10	46	852	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
3.90.570.10	1	10	A heparin-binding domain
3.90.580.10	1	3	DNA Primase; Chain A
3.90.600.10	2	19	Glycinamide Ribonucleotide Synthetase; Chain A, domain 4
3.90.640.10	7	365	Actin; Chain A, domain 4
3.90.640.20	3	4	Heat-shock cognate 70kd protein 44kd atpase
3.90.650.10	9	75	Phosphoribosyl-aminoimidazole Synthetase; Chain A, domain 2
3.90.660.10	9	214	
3.90.660.20	3	9	Protoporphyrinogen oxidase, mitochondrial; domain 2
3.90.700.10	7	108	Flavocytochrome C3; Chain A, domain 1
3.90.730.10	8	25	Ribonuclease Rh-like
3.90.740.10	7	75	Isoleucyl-tRNA Synthetase; Domain 2
3.90.760.10	1	3	Flavocytochrome C Sulfide Dehydrogenase, Chain A Domain 3
3.90.770.10	2	112	3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A, domain 2
3.90.780.10	7	36	5'-nucleotidase;  Domain 2
3.90.800.10	4	53	Glutamyl-tRNA Synthetase; Domain 3
3.90.810.10	4	7	SerineThreonine-protein kinase PAK-alpha; Chain A
3.90.820.10	3	13	Structural Genomics, Unknown Function 30-nov-00 1gh9 Mol_id
3.90.830.10	3	24	Syntaxin Binding Protein 1; Chain A, domain 2
3.90.840.10	1	15	HIV-1 Reverse Transcriptase; Chain
3.90.850.10	10	126	Fumarylacetoacetate hydrolase, domain 2
3.90.870.10	6	48	DHBP synthase
3.90.920.10	1	4	DNA primase, PRIM domain
3.90.920.20	1	1	HP0184-like
3.90.930.1	1	20	
3.90.930.12	11	723	
3.90.940.10	5	176	
3.90.940.20	1	109	
3.90.950.10	9	75	
3.90.950.20	1	2	CinA-like
3.90.960.10	6	27	YbaK/ProRS associated domain
3.90.970.10	1	6	
3.90.980.10	3	17	
3.90.1000.10	1	1	Hypothetical protein TM0875
3.90.1010.10	5	26	
3.90.1020.10	1	8	
3.90.1030.10	2	251	
3.90.1070.10	3	15	
3.90.1100.10	1	51	
3.90.1110.10	5	148	
3.90.1140.10	6	16	
3.90.1150.10	160	1851	Aspartate Aminotransferase, domain 1
3.90.1150.20	1	6	DNA-binding C-terminal domain of the transcription factor MotA
3.90.1160.10	1	3	
3.90.1170.10	3	310	
3.90.1170.20	8	98	
3.90.1170.30	5	35	
3.90.1170.40	5	25	Molybdopterin synthase subunit MoaE
3.90.1170.50	6	95	
3.90.1180.10	5	349	
3.90.1200.10	10	116	
3.90.1210.10	6	57	AFP III-like domain
3.90.1220.10	1	4	Cellulose docking domain, dockering
3.90.1230.10	2	232	Nitric Oxide Synthase; Chain A, domain 3
3.90.1240.10	6	124	Metalloproteases ("zincins"), catalytic domain like
3.90.1260.10	3	40	Argininosuccinate synthetase, chain A, domain 2
3.90.1280.10	2	5	HSP33 redox switch-like
3.90.1290.10	2	4	Plakin repeat
3.90.1300.10	10	142	Amidase signature (AS) enzymes
3.90.1310.10	4	34	Penicillin-binding protein 2a (Domain 2)
3.90.1320.10	1	5	Outer-capsid protein sigma 3, large lobe
3.90.1330.10	2	17	Alpha-d-glucuronidase, C-terminal Domain
3.90.1340.10	1	2	heat- and protease-stable fragment of the bacteriophage t4 short fibre, domain 3
3.90.1350.10	2	4	Exotoxin A, middle domain
3.90.1360.10	1	5	Microbial transglutaminase. Chain: a
3.90.1370.10	1	3	Protein mu-1, chain B, domain 1
3.90.1380.10	3	6	threonine synthase, domain 1, chain A
3.90.1390.10	1	4	b-12 dependent (class ii) ribonucleotide reductase, chain A, domain 3
3.90.1400.10	2	21	Rotavirus NSP2 fragment, N-terminal domain
3.90.1410.10	3	26	set domain protein methyltransferase, domain 1
3.90.1420.10	2	22	RuBisCo LSMT C-terminal, substrate-binding domain
3.90.1430.10	1	31	Yeast translation eEF2 (G' domain)
3.90.1440.10	1	10	Pre-protein croslinking domain of SecA
3.90.1450.10	1	1	Proguanylin
3.90.1460.10	3	10	GTF2I-like repeat
3.90.1470.10	1	4	thrh gene product, domain 2
3.90.1480.10	2	15	sialyltransferase cstii, chain A
3.90.1490.10	1	11	putative n-type atp pyrophosphatase, domain 2
3.90.1510.10	1	4	Glycerate kinase, domain 2
3.90.1520.10	3	73	H-NOX domain
3.90.1530.10	3	16	Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, ParB domain
3.90.1560.10	2	15	putative 2-phosphosulfolactate phosphatase
3.90.1570.10	2	5	tt1808, chain A
3.90.1580.10	2	34	paralog of FGE (formylglycine-generating enzyme)
3.90.1590.10	1	8	glutathione-dependent formaldehyde- activating enzyme (gfa)
3.90.1600.10	4	56	Palm domain of DNA polymerase
3.90.1620.10	1	26	adenovirus 2 penton base, domain 2
3.90.1630.10	1	5	Outer-capsid protein sigma 3, small lobe
3.90.1640.10	3	27	inorganic pyrophosphatase (n-terminal core)
3.90.1650.10	1	1	PA1123-like
3.90.1660.10	1	4	CofE-like domain
3.90.1670.10	1	2	FdhE-like domain
3.90.1680.10	4	6	hypothetical protein yedk domain like
3.90.1690.10	1	10	phage-related protein like domain
3.90.1700.10	1	4	v583 domain like
3.90.1710.10	1	4	Enterococcus faecalis V583 domain
3.90.1720.10	7	29	endopeptidase domain like (from Nostoc punctiforme)
3.90.1730.10	1	30	Infectious bursal virus vp1 polymerase domain
3.90.1740.10	1	1	2',3'-cyclic nucleotide 3'-phosphodiesterase superfamily
3.90.1750.10	2	19	Hect, E3 ligase catalytic domains
3.90.1760.10	2	65	Adenylylcyclase toxin superfamily
3.90.1770.10	1	5	PreATP-grasp domain
3.90.1780.10	1	6	Trimeric adhesin
3.90.1800.10	1	2	RNA polymerase alpha subunit dimerisation domain
3.90.1810.10	2	2	Reovirus components
3.90.1820.10	1	2	AglA-like glucosidase
3.100.10.10	4	186	
4.10.6.10	1	1	Fusion Protein Of Alpha-na,k-atpase With Glutathione S-transferase; Domain 3
4.10.8.10	1	1	Luciferase; Domain 5
4.10.8.20	1	4	DNA/RNA polymerases
4.10.10.10	1	3	Metallothionein Isoform II
4.10.20.10	1	6	HIV-1 Transactivator Protein
4.10.40.10	3	9	
4.10.40.20	3	7	
4.10.40.30	1	1	Satiety factor CART (cocaine and amphetamine regulated transcript)
4.10.49.10	1	52	Cytochrome C Oxidase, chain L
4.10.51.10	1	52	Cytochrome C Oxidase, chain K
4.10.60.10	4	15	HIV-1 Nucleocapsid Protein
4.10.70.10	4	42	Echistatin
4.10.75.10	3	9	R-elafin
4.10.80.10	2	59	Rhinovirus 14, subunit 4
4.10.80.20	1	25	DNA polymerase; domain 5
4.10.80.30	4	31	DNA polymerase; domain 6
4.10.80.40	4	90	succinate dehydrogenase protein domain
4.10.81.10	1	52	Cytochrome C Oxidase, chain M
4.10.81.20	1	1	
4.10.87.10	1	5	mRNA Capping Enzyme; domain 3
4.10.90.10	3	12	Foot-And-Mouth Disease Virus, subunit 4
4.10.91.10	1	52	Cytochrome C Oxidase, chain J
4.10.92.10	1	1	Aminolevulinic Acid Synthase 2
4.10.93.10	1	52	Cytochrome C Oxidase, chain I
4.10.95.10	1	52	Cytochrome C Oxidase, chain G
4.10.110.10	4	38	Spasmolytic Protein, domain 1
4.10.110.20	1	1	Variant surface glycoprotein MITAT 1.2, VSG 221, C-terminal domain
4.10.140.10	2	41	Epsilon-Thrombin, subunit L
4.10.160.10	2	35	Methanol Dehydrogenase, chain B
4.10.170.10	1	44	p53, subunit A
4.10.180.10	2	4	
4.10.210.10	1	2	Transactivator Protein (TAT, TAT EIAVY)
4.10.220.20	4	71	
4.10.220.40	1	4	
4.10.230.10	1	3	Amyloid A4
4.10.240.10	9	35	CD2-Gal4
4.10.260.10	4	28	Transducin (heterotrimeric G protein), gamma chain
4.10.260.20	1	2	Fe-only hydrogenase smaller subunit
4.10.260.30	1	1	
4.10.270.10	1	2	Myosin, subunit A
4.10.280.10	15	52	HLH, helix-loop-helix DNA-binding domain
4.10.280.20	1	1	membrane protein stannin
4.10.280.30	1	8	Bcr-Abl oncoprotein oligomerization domain
4.10.290.10	1	1	Bacteriorhodopsin Fragment
4.10.320.10	5	39	Dihydrolipoamide Transferase
4.10.340.10	1	2	Interleukin-10, domain 2
4.10.365.10	1	1	p27
4.10.372.10	2	30	Lipoxygenase-1; Domain 3
4.10.375.10	2	30	Lipoxygenase-1; Domain 2
4.10.400.10	8	20	Low-density Lipoprotein Receptor
4.10.410.10	14	237	Factor Xa Inhibitor
4.10.420.10	1	4	Smk Toxin, alpha chain
4.10.430.10	1	2	H-NS DNA Binding Protein
4.10.450.10	1	6	Glucose Oxidase, domain 2
4.10.460.10	1	1	Inositol Polyphosphate 1-phosphatase, domain 1
4.10.470.10	14	212	Ricin (A Subunit), domain 2
4.10.480.10	2	95	Cytochrome-c3 Hydrogenase, chain A, domain 2
4.10.490.10	4	32	HIPIP (high potential iron protein)
4.10.510.10	1	17	Pyruvoyl-Dependent Histidine Decarboxylas, subunit A
4.10.520.10	6	56	IHF-like DNA-binding proteins
4.10.530.10	3	258	Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2
4.10.540.10	2	125	Photosynthetic Reaction Center, subunit H, domain 1
4.10.640.10	3	321	30s Ribosomal Protein S18
4.10.650.10	2	5	Ag-metallothionein
4.10.670.10	1	1	Cholecystokinin A receptor, N-domain
4.10.680.10	1	1	Activated P21cdc42hs Kinase; Chain B
4.10.690.10	1	1	Cricket Paralysis Virus, Vp4; Chain D
4.10.710.10	1	1	Hepatitis C Virus Capsid Protein; Chain A
4.10.720.10	1	1	Smad Anchor For Receptor Activation; Chain B
4.10.740.10	2	5	Coagulation Factor IX
4.10.760.10	2	5	Agouti Related Protein; Chain A
4.10.770.10	1	1	Signal Protein Aml-1b; Chain A, domain 3
4.10.780.10	1	20	Pyruvate-ferredoxin Oxidoreductase; domain 4
4.10.790.10	1	20	Pyruvate-ferredoxin Oxidoreductase; domain 7
4.10.800.10	3	8	Invariant Chain; Chain I
4.10.810.10	1	2	Virus Scaffolding Protein; Chain A
4.10.820.10	1	4	Translocated Intimin Receptor; Chain T
4.10.830.10	1	246	30s Ribosomal Protein S14; Chain N
4.10.840.10	1	1	Ion Transport, Rhodopsin; Chain A
4.10.860.10	3	10	C-terminal UvrC-binding domain of UvrB
4.10.860.20	1	18	rabenosyn (458-503), rab4 binding domain 
4.10.870.10	1	31	Endo-1,4-beta-glucanase f.  Domain 3
4.10.880.10	2	2	Poliovirus 3D polymerase  Domain 1 (Nucleotidyltransferase)
4.10.890.10	1	2	HIV 1 nef anchor domain
4.10.900.10	3	4	TCF3-CBD (Catenin binding domain)
4.10.910.10	3	288	30s ribosomal protein s13, domain 2
4.10.940.10	1	4	Quinohemoprotein amine dehydrogenase C chain
4.10.950.10	2	66	Ribosomal protein L2, domain 3
4.10.960.10	1	118	Ribosomal protein L3, domain 3
4.10.970.10	1	2	Ku70, bridge and pillars
4.10.990.10	1	66	
4.10.1000.10	2	4	CCCH zinc finger
4.10.1010.10	1	1	Apical membrane antigen 1
4.10.1030.10	1	2	Ring Box Chain A; domain 5
4.10.1040.10	1	1	Cysteine-rich DNA binding domain, (DM domain)
4.10.1050.10	1	1	Expressed protein At2g23090/F21P24.15
4.10.1060.10	2	2	Znf265, first zinc-finger domain
4.10.1070.10	1	1	receptor-binding domain of the bacteriophage t4 short tail fibre, domain 2
4.10.1080.10	1	1	TSP type-3 repeat
4.10.1090.10	4	27	Endosialidase, domain 4
4.10.1100.10	1	3	DNA-binding domain of squamosa promoter binding protein-like 12 (lacking the second zinc- binding site)
4.10.1110.10	3	4	Riken cdna 2310008m20 protein
4.10.1120.10	1	1	Intrinsically disordered gamma-subunit of cGMP phosphodiesterase
4.10.1130.10	1	1	btk motif of tyrosine-protein kinase itk
4.10.1140.10	1	1	membrane-bound form of the juxtamembrane domain of the epidermal growth factor receptor like domain
4.10.1150.10	1	2	AF2212/PG0164-like
4.10.1170.10	1	3	MAP kinase activated protein kinase 2
4.10.1180.10	1	35	tm1086 domain
4.10.1190.10	1	4	Chlorophyll A-B binding protein
4.10.1200.10	1	3	nitrate reductase tail
4.10.1210.10	1	1	Atu1913-like
4.10.1220.10	1	1	EGF-type module
4.10.1230.10	1	2	Ecotin, trypsin inhibitor
4.10.1240.10	1	1	Hormone receptor superfamily
4.10.1250.10	3	24	Aminomethyltransferase  fragment
4.10.1260.10	1	1	Scaffolding protein gpD of bacteriophage procapsid
4.10.1270.10	1	63	homoprotocatechuate 2,3-dioxygenase domains
4.10.1280.10	1	3	Clostridium neurotoxins
4.10.1290.10	1	1	Tumor necrosis factor receptor superfamily
4.10.1300.10	1	1	Dinoflagellate luciferase
4.10.1310.10	1	1	Dinoflagellate luciferase repeat 
4.10.1330.10	1	2	non globular Virulence effector SptP domain
